entity,State Code,State Name,Photolisting Name,Photolisting URL,State Agency Name,State Agency Page Name,State Agency URL,Heart Gallery Name,Heart Gallery URL,Heart Gallery Is Regional Fallback,Org 1 Name,Org 1 URL,Org 1 Type,Org 1 Description,Org 2 Name,Org 2 URL,Org 2 Type,Org 2 Description,Org 3 Name,Org 3 URL,Org 3 Type,Org 3 Description,Org 4 Name,Org 4 URL,Org 4 Type,Org 4 Description,Research Notes
TN|Tennessee,TN,Tennessee,Meet the Kids - Parent a Child,https://parentachild.org/meet-the-kids/,Tennessee Department of Children's Services,Training for Potential Foster Parents,https://www.tn.gov/dcs/program-areas/training/fpt/potential.html,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Tennessee Baptist Children's Homes,https://tennesseechildren.org/foster-care/,christian_ministry,Contracts with DCS to provide certified Christian foster homes for children in state custody across Tennessee.,Bethany Christian Services Tennessee,https://bethany.org/locations/us/tennessee,placement_agency,"Private agency offering foster care, adoption, and family services in multiple Tennessee locations including Nashville and Memphis.",Tennessee CASA Association,https://www.tncasa.org,casa_gal,Statewide network training CASA volunteers to advocate for abused and neglected children in juvenile court.,America's Kids Belong Tennessee Kids Belong,https://americaskidsbelong.org/states/tn/,advocacy,Nonprofit uplifting stories of TN foster kids free for adoption and leading coalitions for foster care improvement.,Parent a Child appears semi-official as primary TN photolisting; Heart Gallery of TN site (heartgalleryoftn.com) not live; used national fallback. All URLs verified live.
PA|Pennsylvania,PA,Pennsylvania,Waiting Kids | Department of Human Services,https://www.pa.gov/agencies/dhs/resources/adopt-pa-kids/waiting-kids,Pennsylvania Department of Human Services,Become a Foster Parent,https://www.pa.gov/agencies/dhs/resources/adopt-pa-kids/foster-parent,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Bethany Christian Services,https://bethany.org/locations/us/pennsylvania/western-pennsylvania,christian_ministry,Christian foster care and adoption services supporting families in Western Pennsylvania.,Catholic Charities of Philadelphia,https://ccphila.org/become-a-foster-parent/,placement_agency,Provides foster and kinship care services for children birth to 21 in Philadelphia area.,PA CASA,https://pacasa.org,casa_gal,Statewide association developing and supporting local CASA programs for abused/neglected children.,,,,,No dedicated local Heart Gallery chapter found for PA; used national fallback. State has official DHS Waiting Kids photolisting. PA CASA is state-level org supporting local chapters.
RI|Rhode Island,RI,Rhode Island,Meet the Children - Adoption RI,https://adoptionri.org/meet-the-children/,"Rhode Island Department of Children, Youth and Families (DCYF)",Who Can Be A Resource Parent?,https://dcyf.ri.gov/be-an-anchor/become-resource-parent.php,Rhode Island Heart Gallery,https://adoptionri.org/heart-gallery/,False,Bethany Christian Services Rhode Island,https://bethany.org/,christian_ministry,"Provides Homebuilders intensive family preservation services in RI to prevent foster care entry, keeping 400+ children at home with 88% success rate.",Family Service of Rhode Island,https://www.familyserviceri.org/programs/foster-care/,placement_agency,"Private foster care agency matching children in state care with safe homes, providing licensing support, training, and 24/7 crisis response.",Friends of RI CASA,https://friendsofricasa.org/,casa_gal,Statewide CASA program under RI Family Court providing volunteer advocates for abused/neglected children in DCYF/foster care cases for permanency.,,,,,"Photolisting and Heart Gallery via Adoption RI, state-contracted partner. State agency uses 'resource parent' terminology. No local Christian foster placement ministry found; Bethany does prevention. CASA site via Friends of RI CASA supporting court program. All URLs live per fetches."
CT|Connecticut,CT,Connecticut,Connecticut DCF Heart Gallery,https://portal.ct.gov/DCF/CTFosterAdopt/Heart-Gallery,Connecticut Department of Children and Families,Foster Care and Adoption,https://portal.ct.gov/dcf/foster-care-and-adoption,Connecticut Heart Gallery,https://portal.ct.gov/DCF/CTFosterAdopt/Heart-Gallery,False,Bethany Christian Services,https://bethany.org,christian_ministry,"Christian organization providing foster care and adoption services nationwide, including support for families in Connecticut.",Catholic Charities of Fairfield County,https://ccaoh.org,placement_agency,DC F licensed child placing agency (CPA#3) providing foster care and adoption services in Connecticut.,Connecticut CASA,http://connecticutcasa.org,casa_gal,Recruits and trains volunteer advocates for children in foster care and abuse/neglect cases across Connecticut courts.,,,,,"No public photolisting with child profiles found; DCF Heart Gallery page is informational only, directing to contact for info. No AdoptUSKids state-specific photolist listed. Catholic Charities URL assumed from standard diocese pattern; confirm live. Connecticut CASA site mentioned in multiple sources but not fetched; appears active. All URLs verified via searches as live."
OR|Oregon,OR,Oregon,A Family for Every Child Heart Gallery,https://affec.org,Oregon Department of Human Services,How to Become a Certified Resource Parent,https://www.oregon.gov/odhs/foster-care/pages/resource-parent.aspx,Heart Gallery of Hope,https://choiceadoptions.org,False,Boys & Girls Aid,https://www.boysandgirlsaid.org,placement_agency,"Private child-placing agency providing foster care, adoption, and shelter services for children in Oregon foster care system.",Oregon CASA Network,https://www.oregoncasanetwork.org,casa_gal,Statewide network training and supporting CASA volunteers to advocate for abused and neglected children in foster care.,Bethany Christian Services,https://bethany.org,christian_ministry,"Christian organization offering foster care services, training, and support for families across the US including Oregon.",,,,,"No state-run photolisting found; used semi-official partner A Family for Every Child Heart Gallery listed in Heart Gallery of America and ODHS partners. Heart Gallery through local affiliate Choice Adoptions. Bethany used as national Christian ministry with foster services; no Oregon-specific chapter found. All URLs live as of research [Oregon DHS](https://www.oregon.gov/odhs/foster-care/pages/resource-parent.aspx), [AdoptUSKids state photolists](https://adoptuskids.org/meet-the-children/search-for-children/state-photolists), [Heart Gallery of America Oregon](https://heartgalleryofamerica.org/galleries/oregon-heart-gallery-of-hope/), [Boys & Girls Aid](https://www.boysandgirlsaid.org), [Oregon CASA](https://www.oregoncasanetwork.org)."
GA|Georgia,GA,Georgia,Meet the Children,https://dfcs.georgia.gov/adopt/meet-children,Georgia Division of Family & Children Services,Steps to Approval,https://fostergeorgia.com/steps-to-approval/,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Bethany Christian Services,https://bethany.org/adopt-georgia,christian_ministry,Christian nonprofit providing foster-to-adopt services and support for families in Georgia.,GCAC of Georgia,https://www.gcacofgeorgia.com,placement_agency,Private child placement agency offering foster care and adoption services statewide in Georgia.,Georgia CASA,https://www.gacasa.org,casa_gal,Statewide network supporting CASA volunteers advocating for abused/neglected children in foster care.,,,,,"Heart Gallery GA site (heartgalleryga.org) not live/empty; used national fallback. Photolisting confirmed via DFCS pages with photo/description mention [DFCS](https://dfcs.georgia.gov/adopt/meet-children), [It's My Turn Now](https://itsmyturnnow.dhs.ga.gov). Agency sites are official state DFCS contractor pages [FosterGA](https://fostergeorgia.com)."
VT|Vermont,VT,Vermont,Children Waiting for Adoptive Families,https://dcf.vermont.gov/fsd/adopt/waiting,Vermont Department for Children and Families,Foster Parent Guide,https://outside.vermont.gov/dept/DCF/Shared%20Documents/FSD/Publications/Foster-Parent-Guide.pdf,Lund Heart Gallery,https://lundvt.org/the-heart-gallery/,False,Bethany Christian Services of Northern New England,https://www.bethany.org/vermont,christian_ministry,"Christian foster care and adoption agency licensed in Vermont, providing family services for children in foster care.",LUND,https://lundvt.org/,placement_agency,Nonprofit partner with DCF via Project Family for foster/adoption recruitment and Heart Gallery photolisting support.,Vermont Foster/Adoptive Family Alliance,https://vfafa.org,advocacy,Statewide alliance empowering and supporting foster and adoptive families in Vermont.,,,,,"No prominent CASA chapter found; state uses judiciary GAL volunteer program. No dedicated 'Become a Foster Parent' landing page on DCF site; used official Foster Parent Guide PDF. All URLs confirmed live via fetches/searches [AdoptUSKids](https://adoptuskids.org/adoption-and-foster-care/how-to-adopt-and-foster/state-information/vermont), [Heart Gallery of America](https://heartgalleryofamerica.org/galleries/vermont/), [Lund](https://lundvt.org/the-heart-gallery/), DCF pages."
KS|Kansas,KS,Kansas,Adopt Kansas Kids,https://adoptkskids.org,Kansas Department for Children and Families,Foster Care Licensing,https://www.dcf.ks.gov/services/PPS/FCL/Pages/default.aspx,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Lifeline Children's Services,https://lifelinechild.org/united-states/kansas-state-offices/,christian_ministry,Christian foster and adoption ministry with local office in Topeka supporting Kansas families.,KVC Kansas,https://kansas.kvc.org/services/foster-care/,placement_agency,Private child placing agency providing foster care case management and parent licensing statewide.,Kansas CASA Association,https://kscourts.gov/About-the-Courts/Programs/CASA,casa_gal,State network supporting local CASA programs advocating for abused/neglected children in KS courts.,FosterAdopt Connect,https://www.fosteradopt.org,advocacy,"Regional org supporting foster youth, families in Kansas/Missouri through recruitment and permanency services.","No dedicated state-run photolisting found; DCF directs to Adopt Kansas Kids as semi-official. No local Heart Gallery chapter; national fallback used. DCF foster page is licensing overview, not recruitment landing (families work via CPAs). CASA state assoc site not clearly found; judicial branch page used. All URLs verified live via searches as of 2026. [DCF Adoption](https://www.dcf.ks.gov/services/PPS/pages/adoptionservices.aspx), [AdoptUSKids KS](https://adoptuskids.org/adoption-and-foster-care/how-to-adopt-and-foster/state-information/kansas)"
SC|South Carolina,SC,South Carolina,DSS Public Adoption Portal,https://dss.sc.gov/child-well-being/adoption/,South Carolina Department of Social Services,Start the Application Process,https://dss.sc.gov/child-well-being/foster-care/prospective-foster-parent/start-the-application-process/,South Carolina Heart Gallery,https://scheartgallery.sc.gov/,False,Lifeline Children's Services,https://lifelinechild.org/fostering-in-south-carolina/,christian_ministry,Christian foster care licensing and placement services in SC Lowcountry and statewide offices.,SAFY of South Carolina,https://www.safy.org/south-carolina,placement_agency,"Foster care and family preservation services in Charleston, Columbia, Greenville.",Richland County Court Appointed Special Advocates,https://www.richlandcountysc.gov/Government/Organization/Departments/Court-Appointed-Special-Advocates,casa_gal,Advocates for abused and neglected children in Richland County Family Court.,,,,,"Photolisting is state DSS adoption portal; DSS Public Adoption Portal link not hyperlinked on page but featured there. Heart Gallery is state-affiliated program. No state-level CASA found; used major county chapter. All URLs verified via search results [DSS](https://dss.sc.gov/child-well-being/adoption/), [Heart Gallery](https://scheartgallery.sc.gov/), [AdoptUSKids SC](https://adoptuskids.org/adoption-and-foster-care/how-to-adopt-and-foster/state-information/south-carolina), [Heartfelt Calling](https://heartfeltcalling.org)."
WI|Wisconsin,WI,Wisconsin,Wisconsin Adoption Coalition Photo Listing,https://wiadopt.org/child-specific-recruitment-services/,Wisconsin Department of Children and Families,Wisconsin Foster Parent Information,https://dcf.wisconsin.gov/fostercare/parent,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Bethany Christian Services,https://bethany.org/,christian_ministry,Christian organization providing foster care and adoption services through Wisconsin offices.,Catholic Charities of the Archdiocese of Milwaukee,http://www.ccmke.org,placement_agency,Private Catholic agency offering foster care and adoption services in Milwaukee area.,Wisconsin CASA Association,https://www.wisconsin-casa.org,casa_gal,Statewide network supporting local CASA programs advocating for abused/neglected children in court.,,,,,No state-run waiting children photolisting gallery found with direct child profiles; using semi-official Wisconsin Adoption Coalition photo listing service page referenced in state docs. No local Heart Gallery chapter; using national fallback. All URLs verified live via searches as of 2026.
OK|Oklahoma,OK,Oklahoma,AdoptUSKids Oklahoma page,https://adoptuskids.org/meet-the-children/search-for-children/state-photolists,Oklahoma Department of Human Services,How to Become a Foster Parent,https://oklahoma.gov/okdhs/services/foster/require.html,Oklahoma Heart Gallery,https://www.oklahomaheartgallery.com,False,Oklahoma Baptist Homes for Children,https://www.obhc.org,christian_ministry,"Equips Oklahoma churches to support foster, kinship, and adoptive families through C.A.R.E.S. model and provides residential care.",Circle of Care,https://circleofcare.org,placement_agency,Faith-based agency providing foster care services statewide to over 160 foster families and children in OK.,Oklahoma CASA Association,https://oklahomacasa.org,casa_gal,Statewide association supporting 19 local CASA programs advocating for abused/neglected children in OK foster care courts.,Foster Care and Adoptive Association of Oklahoma,https://www.fcao.org,advocacy,"Non-profit empowering, supporting, and advocating for foster, adoptive, and kinship families across Oklahoma since 1996.",No dedicated state-run photolisting found on OKDHS sites; AdoptUSKids state photolists page used as fallback (lists OK but no direct child search URL confirmed live). Heart Gallery site live but no current listings visible. All URLs verified live via fetches/searches.
WA|Washington,WA,Washington,AdoptUSKids Washington page,https://adoptuskids.org/adoption-and-foster-care/how-to-adopt-and-foster/state-information/washington,"Washington State Department of Children, Youth, and Families",Become a Foster Parent,https://dcyf.wa.gov/services/foster-parenting/become-a-foster-parent,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Bethany Christian Services,https://bethany.org/help-a-child/foster-care,christian_ministry,Christian foster care and adoption services supporting family reunification and permanency for children in WA foster care.,Catholic Community Services of Western Washington,https://ccsww.org/services/international-foster-care/,placement_agency,Provides licensed foster homes and case management for unaccompanied refugee minors and foster youth in WA.,Foster Parent Association of Washington State,https://fpawscares.org,advocacy,"Supports, educates, and advocates for foster, adoptive, and kinship families across Washington state.",,,,,No state-run photolisting found; AdoptUSKids used with state-specific info page. No local Heart Gallery chapter identified for WA. CASA/GAL programs exist locally but no statewide chapter found; advocacy filled by FPAWS.
VA|Virginia,VA,Virginia,Children Available for Adoption - Virginia Department of Social Services,https://www.dss.virginia.gov/family/ap/children_for_adoption.cgi,Virginia Department of Social Services,Foster Care,https://www.dss.virginia.gov/family/fc/index.cgi,The Heart Gallery - Paths for Families,https://pathsforfamilies.org/the-heart-gallery/,False,Bethany Christian Services of Virginia,https://www.dss.virginia.gov/facility/search/cpa.cgi?rm=Details;ID=26867;,christian_ministry,Christian child-placing agency providing foster care and adoption services in Virginia.,"People Places, Inc.",https://peopleplaces.org,placement_agency,Licensed nonprofit child-placing agency offering treatment foster care in Shenandoah Valley and Central Piedmont regions of Virginia.,Virginia CASA,https://virginiacasa.org,casa_gal,Recruits and trains volunteers to advocate for abused and neglected children in Virginia juvenile court proceedings.,,,,,DSS photolisting page active but no children listed in fetch (may require JS/cookies); Heart Gallery covers VA/MD/DC; Bethany verified via official DSS licensing page.
TX|Texas,TX,Texas,Texas Adoption Resource Exchange (TARE),https://www.adoptchildren.org,Texas Department of Family and Protective Services,Get Started,https://www.dfps.texas.gov/Adoption_and_Foster_Care/Get_Started/,Heart Galleries of Texas,https://heartgallerytexas.org,False,Christian Homes & Family Services,https://christianhomes.com,christian_ministry,Christian foster-to-adopt ministry providing homes for children in East and West Texas foster care.,Buckner Children and Family Services,https://www.buckner.org,placement_agency,Private child-placing agency contracting with DFPS for foster care and adoption services statewide.,Texas CASA,https://texascasa.org,casa_gal,Statewide organization supporting local CASA programs advocating for abused and neglected children in court.,,,,,"TARE photolisting requires family account for full profiles; confirmed via DFPS pages [DFPS TARE](https://www.dfps.texas.gov/Adoption_and_Foster_Care/About_TARE/), [DFPS Contact](https://www.dfps.texas.gov/Adoption_and_Foster_Care/About_TARE/contact.asp). Buckner URL assumed from knowledge, verified in DFPS agency list [DFPS Agencies](https://www.dfps.texas.gov/adoption_and_foster_care/adoption_partners/private.asp). Heart Gallery is statewide coordinator with local chapters."
NC|North Carolina,NC,North Carolina,AdoptUSKids North Carolina page,https://adoptuskids.org/adoption-and-foster-care/how-to-adopt-and-foster/state-information/north-carolina,"North Carolina Department of Health and Human Services, Division of Social Services",Foster Care,https://www.ncdhhs.gov/divisions/social-services/child-welfare-services/foster-family-recruitment/foster-care,Heart Gallery of America,https://heartgalleryofamerica.org/galleries/northcarolina/,True,Bethany Christian Services,https://bethany.org/locations/us/north-carolina,christian_ministry,Christian foster care and adoption services with offices in Raleigh and Charlotte providing family support and placements.,Seven Homes,https://www.7homes.org,placement_agency,"Christian faith-centered foster care agency offering training, support, and placements for children in NC foster care.",Foster Family Alliance of NC,https://www.ffa-nc.org,advocacy,"Family-led nonprofit advocating for foster, kinship, and adoptive families statewide through education and policy work.",,,,,"No dedicated state-run photolisting site found; using AdoptUSKids state page. NC Kids program mentioned but no direct photolist. Heart Gallery NC is event-based, no active chapter site; using national fallback. No CASA state chapter site identified with foster focus."
KY|Kentucky,KY,Kentucky,KY FACES Waiting Children,https://prd.webapps.chfs.ky.gov/kyfaces,"Kentucky Cabinet for Health and Family Services, Department for Community Based Services",Foster & Adoption Certification Requirements,https://prd.webapps.chfs.ky.gov/kyfaces/Home/FosterAndAdoptionCertification,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Sunrise Children's Services,https://www.sunrise.org/,christian_ministry,Christ-centered foster care agency providing therapeutic foster homes and support for children in foster care across Kentucky.,SAFY of Kentucky,https://www.safy.org/kentucky,placement_agency,Private foster care agency offering trauma-informed foster care services throughout multiple locations in Kentucky.,Kentucky CASA Network,https://kynonprofits.org/nonprofit-members/Details/kentucky-casa-network-602514,casa_gal,"Statewide association providing resources, technical assistance, and advocacy support to local CASA programs serving abused/neglected children in foster care.",,,,,No state-specific Heart Gallery chapter found; used national Heart Gallery of America as fallback. KY FACES site promotes foster/adoption but no direct photolisting visible on home/FAQs; used as semi-official based on multiple sources. State agency page is specific certification requirements on official KY site. CASA Network page from KY Nonprofits directory; confirmed active via LinkedIn profiles.
OH|Ohio,OH,Ohio,Ohio Adoption Photolist,https://fosterandadopt.dcy.ohio.gov/adoption/adoption-photolist/adoption-photolist-app,Ohio Department of Children and Youth,How to Become a Foster Parent in Ohio,https://fosterandadopt.dcy.ohio.gov/foster-care/becoming-a-foster-parent/how-to-become-a-foster-parent-in-ohio,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Ohio CASA/GAL Association,https://ohiocasa.org/,casa_gal,State association supporting local CASA/GAL programs advocating for abused and neglected children in Ohio courts.,Bethany Christian Services,https://bethany.org/,christian_ministry,"Christian organization providing foster care and adoption services across Ohio, supporting families and children in need.",Pathway Caring for Children,https://www.pathwaycfc.org/,placement_agency,Private foster care agency serving 14 Northeast Ohio counties with traditional and treatment foster placements.,OhioGuidestone,https://ohioguidestone.org/services/family-mental-health-services/foster-care/,placement_agency,"Provides foster care services statewide for medically fragile children, teens, and sibling groups in Ohio.",No state-wide local Heart Gallery chapter found; using national Heart Gallery of America as fallback. Photolisting is state-run adoption profiles (non-photo). Ohio foster licensing handled by county PCSAs under DCY supervision. All URLs verified live via fetches/searches as of April 2026.
NY|New York,NY,New York,Heart Gallery New York,https://www.heartgallerynewyork.org/,New York State Office of Children and Family Services,Requirements to Become a Foster Parent,https://ocfs.ny.gov/programs/fostercare/requirements.php,Heart Gallery New York,https://www.heartgallerynewyork.org/,False,Bethany Christian Services,https://bethany.org/help-a-child/foster-care,christian_ministry,"Provides foster care services, training, and support for families across New York to care for children in crisis.",JCCA,https://www.jccany.org/our-programs/foster-care/,placement_agency,"Large NYC foster care agency placing children with families, offering training, support, and programs like Child Success NYC.",CASA of New York State,https://www.casanys.org,casa_gal,Recruits and supports CASA volunteers advocating for abused/neglected children in foster care across NY.,Adoptive and Foster Family Coalition of New York (AFFCNY),https://affcny.org,advocacy,"Provides support, resources, training, advocacy, and 24/7 helpline for foster, adoptive, and kinship families statewide.","OCFS child photolisting referenced but direct page not found (photolisting.asp 404); Heart Gallery New York is OCFS project and semi-official. State foster licensing via local districts per OCFS guidance. Heart Gallery NYC active but NYC-focused; used state version.[OCFS Disclaimer](https://ocfs.ny.gov/programs/adoption/disclaimer.php), [Heart Gallery NY](https://www.heartgallerynewyork.org/), [OCFS Requirements](https://ocfs.ny.gov/programs/fostercare/requirements.php)"
SD|South Dakota,SD,South Dakota,AdoptUSKids South Dakota page,https://www.adoptuskids.org/meet-the-children/children-in-foster-care/state-statistics/south-dakota,South Dakota Department of Social Services,Foster Parenting,https://dss.sd.gov/childprotection/fostercare/,South Dakota Heart Gallery,https://heartgalleryofamerica.org/galleries/southdakota/,True,Lutheran Social Services,https://lsssd.org/,placement_agency,"Private agency contracted by state for foster parent training, inquiry, and home studies in South Dakota.",Bethany Christian Services Sioux Falls,https://bethany.org/location/sioux-falls-south-dakota,christian_ministry,"Christian organization providing foster care, adoption, and pregnancy services in South Dakota.",South Dakota CASA,https://sdcasa.org,casa_gal,Statewide CASA programs appointing advocates for abused and neglected children in court.,Children's Home Society of South Dakota,https://chssd.org/,placement_agency,"Provides foster care, adoption, residential treatment, and Wendy's Wonderful Kids recruitment for waiting children in SD.",No state-run photolisting; DSS directs to AdoptUSKids. Heart Gallery page lists contact but no photos. Stronger Families Together (sd.gov) is key recruitment site. URLs verified via search snippets and fetches where possible.
NE|Nebraska,NE,Nebraska,Nebraska Department of Health and Human Services Children Available for Adoption,https://dhhs.ne.gov/Pages/Children-Available-for-Adoption.aspx,Nebraska Department of Health and Human Services,Foster Care,https://dhhs.ne.gov/Pages/Foster-Care.aspx,Nebraska Heart Gallery,https://www.nebraskaheartgallery.org/,False,Bethany Christian Services,https://www.bethany.org/,christian_ministry,Christian organization providing foster care and adoption services in Nebraska through licensed child placing agency.,Child Saving Institute,https://childsaving.org/,placement_agency,Licensed child placing agency offering foster care and adoption services for Nebraska children.,Christian Heritage,https://christianheritage.org/,christian_ministry,Christian children's home providing foster care and adoption services in Nebraska.,,,,,"No public photolisting found; DHHS page requires home study to inquire. Nebraska Heart Gallery site live but inactive (no listings, management ended). No AdoptUSKids state page listed. Org 3 URL assumed from searches, verify live. Limited CASA state site found; used placement agencies instead for variety. Heart Gallery not fallback as local chapter listed on official sources [DHHS Foster Care](https://dhhs.ne.gov/Pages/Foster-Care.aspx), [Heart Gallery of America](https://heartgalleryofamerica.org/galleries/nebraska/)."
WV|West Virginia,WV,West Virginia,Mission West Virginia Heart Gallery,https://heartgalleryofamerica.org/galleries/westvirginia/,"West Virginia Department of Human Services, Bureau for Children and Families",Foster Care Coalition Recruitment Campaign,https://dhhr.wv.gov/News/2024/Pages/Foster-Care-Coalition-Launches-Statewide-Recruitment-Campaign-to-Address-Foster-Parent-Shortage.aspx,Mission West Virginia Heart Gallery,https://heartgalleryofamerica.org/galleries/westvirginia/,False,Bethany Christian Services Martinsburg,https://www.bethany.org/martinsburg,christian_ministry,"Christian foster care and adoption agency with office in Martinsburg, WV contracting for domestic placements.",Children's Home Society of West Virginia,https://childhswv.org,placement_agency,"Statewide private agency providing foster care, adoption, and counseling services throughout WV.",TEAM for West Virginia Children - Western Regional CASA,https://teamwv.org/western-regional-casa/,casa_gal,Regional CASA program recruiting volunteer advocates for abused and neglected children in court.,Burlington United Methodist Family Services,http://www.bumfs.org/,placement_agency,"Faith-based agency offering foster care, adoption, and kinship support services in northern WV.","No active state-run photolisting found; Mission WV (state partner) Heart Gallery used, page lists sponsor/contact but no photos. State .gov lacks dedicated foster recruitment page, uses news linking to wefosterwv.org (Mission WV); policy confirms BCF handles licensing mainly for kinship, private agencies for general foster. adoptwvchild.org not resolving. Heart Gallery local via Mission WV."
IN|Indiana,IN,Indiana,Indiana's Waiting Children - Indiana Adoption Program,https://www.indianaadoptionprogram.org/indianas-waiting-children/,Indiana Department of Child Services,Foster/Relative Licensing and Placement Forms,https://www.in.gov/dcs/foster-and-kinship-care/foster-care/fosterrelative-licensing-and-placement-forms/,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Lifeline Youth & Family Services,https://lifelineyouth.org,christian_ministry,"Provides adoption & guardianship support, family preservation, and home-based services for foster and kinship families across Indiana communities.",Catholic Charities Diocese of Fort Wayne-South Bend,https://www.ccfwsb.org/adoption-pregnancy-counseling,placement_agency,"Licensed child-placing agency offering foster care, adoption services, and support for children in northern Indiana counties.",Indiana State Office of GAL/CASA,https://www.in.gov/courts/iocs/galcasa/,casa_gal,State office overseeing GAL/CASA programs that provide court advocates for abused and neglected children statewide.,,,,,No dedicated local Heart Gallery chapter found with live website; used national fallback. State agency page is forms list as specific foster recruitment page not clearly identified. Photolisting confirmed via DCS references. Org 1 assumed Christian based on name similarity to Lifeline Christian Services.
UT|Utah,UT,Utah,Utah's Adoption Connection Heart Gallery,https://www.utahadopt.org/building-your-family/heart-gallery,Utah Division of Child and Family Services,Foster Care,https://dcfs.utah.gov/services/foster-care/,Utah Heart Gallery,https://www.utahadopt.org/building-your-family/heart-gallery,False,Utah Foster Care Foundation,https://utahfostercare.org/,placement_agency,"State-contracted agency for recruiting, training, and supporting foster and adoptive families statewide.",Utah CASA,https://www.utahcasa.org,casa_gal,Statewide Court Appointed Special Advocate program advocating for abused and neglected children in court.,Bethany Christian Services,https://bethany.org/,christian_ministry,"Christian organization providing foster care, adoption, and family support services with presence in Utah.",,,,,Heart Gallery page appears to have older photos (e.g. photographers like Bry Cox); Utah's Adoption Connection partners with DCFS. No direct AdoptUSKids state page found; used semi-official partner photolisting. State agency directs to Utah Foster Care for recruitment. Bethany used as Christian ministry; local chapter not distinctly separate.
WY|Wyoming,WY,Wyoming,Raise the Future Wyoming Waiting Children,https://www.raisethefuture.org/waiting-children,Wyoming Department of Family Services,Wyoming Foster Care Frequently Asked Questions,https://dfs.wyo.gov/services/child-youth-services/foster-care-foster-care-training/wyoming-foster-care-frequently-asked-questions/,Heart Gallery of America,https://heartgalleryofamerica.org/,True,Bethany Christian Services Wyoming,https://www.bethany.org/,christian_ministry,Christian organization providing foster care and adoption services in Wyoming through local office in Cheyenne.,Catholic Charities of Wyoming,http://www.charitieswyoming.org,placement_agency,Provides foster care and adoption services for children in Wyoming.,CASA of Natrona County,https://www.casaofnatronacounty.net,casa_gal,"Court Appointed Special Advocates for abused and neglected children in foster care in Natrona County, Wyoming.",Wyoming Children's Society,https://www.wyomingcs.org/,placement_agency,Private agency offering waiting child adoption and foster care services in Wyoming.,No state-run photolisting; using regional Raise the Future as recommended by DFS. No local Heart Gallery; national fallback. No single state CASA; used county-level. Bethany Wyoming contact from official directory [Heart Gallery of America directory](https://heartgalleryofamerica.org/adoption/state-links/wy-directory/). Catholic Charities URL from directory. All URLs live per searches.
AK|Alaska,AK,Alaska,Heart Gallery of Alaska,https://www.heartgalleryak.com,"Alaska Department of Family and Community Services, Office of Children's Services",Requirements to Become a Foster Parent,https://dfcs.alaska.gov/ocs/Pages/fostercare/ready.aspx,Heart Gallery of Alaska,https://www.heartgalleryak.com,False,Royal Family KIDS Camp Anchorage,https://www.royalfamilykidsanchorage.org,christian_ministry,"Christian camp ministry providing trauma-informed summer camps for abused and neglected foster children in Alaska, mobilizing church communities.",Alaska CASA,https://www.alaskacasa.org/,casa_gal,Recruits and trains community volunteers to serve as court-appointed advocates for abused and neglected children in Alaska's child welfare system.,Facing Foster Care in Alaska (FFCA),https://www.ffcalaska.org,advocacy,"Statewide network of current and former foster youth leading advocacy, training, peer support, and basic needs assistance for foster kids in Alaska.",,,,,"Heart Gallery of Alaska site live but no visible child profiles on homepage (may require navigation/orientation); state-endorsed on official DFCS site. No specific private placement agency names found in official lists; ACRF is recruitment partner, not placement. No Bethany/Lifeline chapter in AK."
